cols,rows
38,41
indexX,indexY,left,top,width,height
22,30,96,16,16,16
23,30,96,16,16,16
24,30,96,16,16,16
25,30,96,16,16,16
26,30,96,16,16,16
27,30,96,16,16,16
28,30,96,16,16,16
29,30,96,16,16,16
30,30,96,16,16,16
31,30,96,16,16,16
32,30,96,16,16,16
33,30,96,16,16,16
34,30,96,16,16,16
35,30,96,16,16,16
36,30,96,16,16,16
37,30,96,16,16,16
0,31,96,16,16,16
1,31,96,16,16,16
2,31,96,16,16,16
3,31,96,16,16,16
4,31,96,16,16,16
5,31,96,16,16,16
6,31,96,16,16,16
7,31,96,16,16,16
8,31,96,16,16,16
9,31,96,16,16,16
10,31,96,16,16,16
11,31,96,16,16,16
12,31,96,16,16,16
13,31,96,16,16,16
14,31,96,16,16,16
15,31,96,16,16,16
16,31,96,16,16,16
17,31,96,16,16,16
18,31,96,16,16,16
19,31,96,16,16,16
20,31,96,16,16,16
21,31,96,16,16,16
22,31,96,16,16,16
23,31,96,16,16,16
24,31,96,16,16,16
25,31,96,16,16,16
26,31,96,16,16,16
27,31,96,16,16,16
28,31,96,16,16,16
29,31,96,16,16,16
30,31,96,16,16,16
31,31,96,16,16,16
32,31,96,16,16,16
33,31,96,16,16,16
34,31,96,16,16,16
35,31,96,16,16,16
36,31,96,16,16,16
37,31,96,16,16,16
0,32,96,16,16,16
1,32,96,16,16,16
2,32,96,16,16,16
3,32,96,16,16,16
4,32,96,16,16,16
5,32,96,16,16,16
6,32,96,16,16,16
7,32,96,16,16,16
8,32,96,16,16,16
9,32,96,16,16,16
10,32,96,16,16,16
11,32,96,16,16,16
12,32,96,16,16,16
13,32,96,16,16,16
14,32,96,16,16,16
15,32,96,16,16,16
16,32,96,16,16,16
17,32,96,16,16,16
18,32,96,16,16,16
19,32,96,16,16,16
20,32,96,16,16,16
21,32,96,16,16,16
22,32,96,16,16,16
23,32,96,16,16,16
24,32,96,16,16,16
25,32,96,16,16,16
26,32,96,16,16,16
27,32,96,16,16,16
28,32,96,16,16,16
29,32,96,16,16,16
30,32,96,16,16,16
31,32,96,16,16,16
32,32,96,16,16,16
33,32,96,16,16,16
34,32,96,16,16,16
35,32,96,16,16,16
36,32,96,16,16,16
37,32,96,16,16,16
0,33,96,16,16,16
1,33,96,16,16,16
2,33,96,16,16,16
3,33,96,16,16,16
4,33,96,16,16,16
5,33,96,16,16,16
6,33,96,16,16,16
7,33,96,16,16,16
8,33,96,16,16,16
9,33,96,16,16,16
10,33,96,16,16,16
11,33,96,16,16,16
12,33,96,16,16,16
13,33,96,16,16,16
14,33,96,16,16,16
15,33,96,16,16,16
16,33,96,16,16,16
17,33,96,16,16,16
18,33,96,16,16,16
19,33,96,16,16,16
20,33,96,16,16,16
21,33,96,16,16,16
22,33,96,16,16,16
23,33,96,16,16,16
24,33,96,16,16,16
25,33,96,16,16,16
26,33,96,16,16,16
27,33,96,16,16,16
28,33,96,16,16,16
29,33,96,16,16,16
30,33,96,16,16,16
31,33,96,16,16,16
32,33,96,16,16,16
33,33,96,16,16,16
34,33,96,16,16,16
35,33,96,16,16,16
36,33,96,16,16,16
37,33,96,16,16,16
0,34,96,16,16,16
1,34,96,16,16,16
2,34,96,16,16,16
3,34,96,16,16,16
4,34,96,16,16,16
5,34,96,16,16,16
6,34,96,16,16,16
7,34,96,16,16,16
8,34,96,16,16,16
9,34,96,16,16,16
10,34,96,16,16,16
11,34,96,16,16,16
12,34,96,16,16,16
13,34,96,16,16,16
14,34,96,16,16,16
15,34,96,16,16,16
16,34,96,16,16,16
17,34,96,16,16,16
18,34,96,16,16,16
19,34,96,16,16,16
20,34,96,16,16,16
21,34,96,16,16,16
22,34,96,16,16,16
23,34,96,16,16,16
24,34,96,16,16,16
25,34,96,16,16,16
26,34,96,16,16,16
27,34,96,16,16,16
28,34,96,16,16,16
29,34,96,16,16,16
30,34,96,16,16,16
31,34,96,16,16,16
32,34,96,16,16,16
33,34,96,16,16,16
34,34,96,16,16,16
35,34,96,16,16,16
36,34,96,16,16,16
37,34,96,16,16,16
0,35,96,16,16,16
1,35,96,16,16,16
2,35,96,16,16,16
3,35,96,16,16,16
4,35,96,16,16,16
5,35,96,16,16,16
6,35,96,16,16,16
7,35,96,16,16,16
8,35,96,16,16,16
9,35,96,16,16,16
10,35,96,16,16,16
11,35,96,16,16,16
12,35,96,16,16,16
13,35,96,16,16,16
14,35,96,16,16,16
15,35,96,16,16,16
16,35,96,16,16,16
17,35,96,16,16,16
18,35,96,16,16,16
19,35,96,16,16,16
20,35,96,16,16,16
21,35,96,16,16,16
22,35,96,16,16,16
23,35,96,16,16,16
24,35,96,16,16,16
25,35,96,16,16,16
26,35,96,16,16,16
27,35,96,16,16,16
28,35,96,16,16,16
29,35,96,16,16,16
30,35,96,16,16,16
31,35,96,16,16,16
32,35,96,16,16,16
33,35,96,16,16,16
34,35,96,16,16,16
35,35,96,16,16,16
36,35,96,16,16,16
37,35,96,16,16,16
0,36,96,16,16,16
1,36,96,16,16,16
2,36,96,16,16,16
3,36,96,16,16,16
4,36,96,16,16,16
5,36,96,16,16,16
6,36,96,16,16,16
7,36,96,16,16,16
8,36,96,16,16,16
9,36,96,16,16,16
10,36,96,16,16,16
11,36,96,16,16,16
12,36,96,16,16,16
13,36,96,16,16,16
14,36,96,16,16,16
15,36,96,16,16,16
16,36,96,16,16,16
17,36,96,16,16,16
18,36,96,16,16,16
19,36,96,16,16,16
20,36,96,16,16,16
21,36,96,16,16,16
22,36,96,16,16,16
23,36,96,16,16,16
24,36,96,16,16,16
25,36,96,16,16,16
26,36,96,16,16,16
27,36,96,16,16,16
28,36,96,16,16,16
29,36,96,16,16,16
30,36,96,16,16,16
31,36,96,16,16,16
32,36,96,16,16,16
33,36,96,16,16,16
34,36,96,16,16,16
35,36,96,16,16,16
36,36,96,16,16,16
37,36,96,16,16,16
0,37,96,16,16,16
1,37,96,16,16,16
2,37,96,16,16,16
3,37,96,16,16,16
4,37,96,16,16,16
5,37,96,16,16,16
6,37,96,16,16,16
7,37,96,16,16,16
8,37,96,16,16,16
9,37,96,16,16,16
10,37,96,16,16,16
11,37,96,16,16,16
12,37,96,16,16,16
13,37,96,16,16,16
14,37,96,16,16,16
15,37,96,16,16,16
16,37,96,16,16,16
17,37,96,16,16,16
18,37,96,16,16,16
19,37,96,16,16,16
20,37,96,16,16,16
21,37,96,16,16,16
22,37,96,16,16,16
23,37,96,16,16,16
24,37,96,16,16,16
25,37,96,16,16,16
26,37,96,16,16,16
27,37,96,16,16,16
28,37,96,16,16,16
29,37,96,16,16,16
30,37,96,16,16,16
31,37,96,16,16,16
32,37,96,16,16,16
33,37,96,16,16,16
34,37,96,16,16,16
35,37,96,16,16,16
36,37,96,16,16,16
37,37,96,16,16,16
0,38,96,16,16,16
1,38,96,16,16,16
2,38,96,16,16,16
3,38,96,16,16,16
4,38,96,16,16,16
5,38,96,16,16,16
6,38,96,16,16,16
7,38,96,16,16,16
8,38,96,16,16,16
9,38,96,16,16,16
10,38,96,16,16,16
11,38,96,16,16,16
12,38,96,16,16,16
13,38,96,16,16,16
14,38,96,16,16,16
15,38,96,16,16,16
16,38,96,16,16,16
17,38,96,16,16,16
18,38,96,16,16,16
19,38,96,16,16,16
20,38,96,16,16,16
21,38,96,16,16,16
22,38,96,16,16,16
23,38,96,16,16,16
24,38,96,16,16,16
25,38,96,16,16,16
26,38,96,16,16,16
27,38,96,16,16,16
28,38,96,16,16,16
29,38,96,16,16,16
30,38,96,16,16,16
31,38,96,16,16,16
32,38,96,16,16,16
33,38,96,16,16,16
34,38,96,16,16,16
35,38,96,16,16,16
36,38,96,16,16,16
37,38,96,16,16,16
0,39,96,16,16,16
1,39,96,16,16,16
2,39,96,16,16,16
3,39,96,16,16,16
4,39,96,16,16,16
5,39,96,16,16,16
6,39,96,16,16,16
7,39,96,16,16,16
8,39,96,16,16,16
9,39,96,16,16,16
10,39,96,16,16,16
11,39,96,16,16,16
12,39,96,16,16,16
13,39,96,16,16,16
14,39,96,16,16,16
15,39,96,16,16,16
16,39,96,16,16,16
17,39,96,16,16,16
18,39,96,16,16,16
19,39,96,16,16,16
20,39,96,16,16,16
21,39,96,16,16,16
22,39,96,16,16,16
23,39,96,16,16,16
24,39,96,16,16,16
25,39,96,16,16,16
26,39,96,16,16,16
27,39,96,16,16,16
28,39,96,16,16,16
29,39,96,16,16,16
30,39,96,16,16,16
31,39,96,16,16,16
32,39,96,16,16,16
33,39,96,16,16,16
34,39,96,16,16,16
35,39,96,16,16,16
36,39,96,16,16,16
37,39,96,16,16,16
0,40,96,16,16,16
1,40,96,16,16,16
2,40,96,16,16,16
3,40,96,16,16,16
4,40,96,16,16,16
5,40,96,16,16,16
6,40,96,16,16,16
7,40,96,16,16,16
8,40,96,16,16,16
9,40,96,16,16,16
10,40,96,16,16,16
11,40,96,16,16,16
12,40,96,16,16,16
13,40,96,16,16,16
14,40,96,16,16,16
15,40,96,16,16,16
16,40,96,16,16,16
17,40,96,16,16,16
18,40,96,16,16,16
19,40,96,16,16,16
20,40,96,16,16,16
21,40,96,16,16,16
22,40,96,16,16,16
23,40,96,16,16,16
24,40,96,16,16,16
25,40,96,16,16,16
26,40,96,16,16,16
27,40,96,16,16,16
28,40,96,16,16,16
29,40,96,16,16,16
30,40,96,16,16,16
31,40,96,16,16,16
32,40,96,16,16,16
33,40,96,16,16,16
34,40,96,16,16,16
35,40,96,16,16,16
36,40,96,16,16,16
37,40,96,16,16,16
